"id","university","major","degree","season","decision","decision_method","decision_date","decision_timestamp","gpa","gre_verbal","gre_quant","gre_writing","status","post_data","post_timestamp","uni_faculty","uni_pub"
10828,"Purdue University","ECE","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,3.81,152,170,3.5,"International","17-02-2012",1329454800,53,4.8
10829,"Duke University","ECE","PhD","F12","Accepted","E-mail","2-Jun-12",1328504400,3.59,170,166,5,"American","17-02-2012",1329454800,22,2.8
10830,"Princeton University","ECE","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,51,5.3
10831,"Yale University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,3.76,148,168,3.5,"International","17-02-2012",1329454800,26,2.5
10832,"Princeton University","CS","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,3.76,148,168,3.5,"International","17-02-2012",1329454800,51,5.3
10833,"Yale University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,NA,NA,NA,NA,"International with US Degree","17-02-2012",1329454800,26,2.5
10834,"Princeton University","CS","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International with US Degree","17-02-2012",1329454800,51,5.3
10835,"Purdue University","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,53,4.8
10836,"Princeton University","CS","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"American","17-02-2012",1329454800,51,5.3
10837,"Princeton University","CS","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,51,5.3
10838,"Princeton University","CS","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"American","17-02-2012",1329454800,51,5.3
10839,"Princeton University","CS","MS","F12","Rejected","E-mail","17-02-2012",1329454800,3.66,167,164,3.5,"International","17-02-2012",1329454800,51,5.3
10840,"Princeton University","CS","MS","F12","Rejected","E-mail","17-02-2012",1329454800,3.9,162,161,4.5,"American","17-02-2012",1329454800,51,5.3
10841,"Princeton University","CS","PhD","F12","Rejected","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"American","17-02-2012",1329454800,51,5.3
10842,"Princeton University","CS","MS","F12","Rejected","E-mail","17-02-2012",1329454800,3.75,169,166,4.5,"International","17-02-2012",1329454800,51,5.3
10843,"University Of Michigan, Ann Arbor (UMich)","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"American","17-02-2012",1329454800,63,8.6
10844,"Carnegie Mellon University (CMU)","CS","MS","F12","Accepted","E-mail","17-02-2012",1329454800,3.6,153,166,3.5,"International","17-02-2012",1329454800,152,18.1
10845,"University Of Texas, Arlington","CS","MS","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,15,1.8
10846,"University Of Maryland, College Park (UMD)","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,3.54,147,166,3.5,"International","17-02-2012",1329454800,52,6.4
10847,"University Of Massachusetts, Amherst (UMass)","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,NA,161,169,4.5,"International","17-02-2012",1329454800,50,4.7
10848,"Ohio State University (OSU)","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,35,3.4
10849,"Massachusetts Institute Of Technology (MIT)","ECE","PhD","F12","Wait listed","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International with US Degree","17-02-2012",1329454800,85,12.3
10850,"Brown University","CS","MS","F12","Accepted","Website","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,26,3.3
10851,"Brown University","CS","MS","F12","Accepted","Website","17-02-2012",1329454800,3.25,166,166,4,"International","17-02-2012",1329454800,26,3.3
10852,"Tufts University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,13,1.6
10853,"University Of Chicago (UChicago)","CS","PhD","F12","Accepted","E-mail","2-Aug-12",1328677200,NA,NA,NA,NA,"International","17-02-2012",1329454800,23,2.7
10854,"University Of Texas, Austin (UT Austin)","ECE","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","17-02-2012",1329454800,42,5.4
10855,"University Of Arizona","ECE","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.2,159,163,3,"International","17-02-2012",1329454800,19,1.6
10856,"Princeton University","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,3.8,146,156,3.5,"International","17-02-2012",1329454800,51,5.3
10857,"Purdue University","CS","PhD","F12","Accepted","E-mail","15-02-2012",1329282000,3.97,159,149,3.5,"International","17-02-2012",1329454800,53,4.8
10858,"University Of Utah (UoU)","CS","PhD","F12","Accepted","E-mail","2-Sep-12",1328763600,3.7,148,162,4,"International","17-02-2012",1329454800,40,3.6
10859,"Georgia Institute Of Technology (GTech)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","17-02-2012",1329454800,73,6.7
10860,"Stevens Institute Of Technology (SIT)","CS","MS","F12","Accepted","E-mail","15-02-2012",1329282000,NA,NA,NA,NA,"International","17-02-2012",1329454800,10,1.5
10861,"Cornell University","CS","PhD","F12","Accepted","E-mail","14-02-2012",1329195600,NA,NA,NA,NA,"International","17-02-2012",1329454800,68,8.7
10862,"Columbia University","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","17-02-2012",1329454800,47,5.8
10863,"Tufts University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,13,1.6
10864,"Princeton University","CS","PhD","F12","Accepted","E-mail","15-02-2012",1329282000,4,170,161,3.5,"International with US Degree","17-02-2012",1329454800,51,5.3
10865,"Tufts University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,13,1.6
10866,"Stanford University","ECE","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.94,170,148,5,"American","17-02-2012",1329454800,57,11.5
10867,"Tufts University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,NA,154,166,3,"International","17-02-2012",1329454800,13,1.6
10868,"Tufts University","CS","PhD","F12","Rejected","Website","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,13,1.6
10869,"Georgia Institute Of Technology (GTech)","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,73,6.7
10870,"University Of California, San Diego (UCSD)","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,3.68,166,166,4,"International","17-02-2012",1329454800,53,6.9
10871,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","17-02-2012",1329454800,NA,NA
10872,"Carnegie Mellon University (CMU)","CS","PhD","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"American","17-02-2012",1329454800,152,18.1
10873,"Georgia Institute Of Technology (GTech)","ECE","PhD","F12","Accepted","E-mail","2-Jul-12",1328590800,NA,NA,NA,NA,"American","17-02-2012",1329454800,73,6.7
10874,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","17-02-2012",1329454800,NA,NA
10875,"Princeton University","CS","MS","F12","Accepted","E-mail","17-02-2012",1329454800,NA,NA,NA,NA,"International","17-02-2012",1329454800,51,5.3
10876,"Carnegie Mellon University (CMU)","CS","PhD","F12","Accepted","E-mail","30-01-2012",1327899600,4,170,169,6,"American","17-02-2012",1329454800,152,18.1
10877,"Princeton University","CS","PhD","F12","Accepted","E-mail","15-02-2012",1329282000,4,170,169,6,"American","17-02-2012",1329454800,51,5.3
10878,"Stanford University","CS","PhD","F12","Accepted","E-mail","2-Sep-12",1328763600,4,170,169,6,"American","17-02-2012",1329454800,57,11.5
10879,"Harvard University","CS","PhD","F12","Accepted","E-mail","2-Sep-12",1328763600,4,170,169,6,"American","17-02-2012",1329454800,29,4.2
10880,"Massachusetts Institute Of Technology (MIT)","CS","PhD","F12","Accepted","E-mail","2-Sep-12",1328763600,4,170,169,6,"American","17-02-2012",1329454800,85,12.3
10881,"University Of Pennsylvania (UPenn)","CS","PhD","F12","Accepted","E-mail","27-01-2012",1327640400,4,170,169,6,"American","17-02-2012",1329454800,46,5.6
10882,"Stanford University","ECE","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,57,11.5
10883,"Carnegie Mellon University (CMU)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"American","16-02-2012",1329368400,152,18.1
10884,"University Of Michigan, Ann Arbor (UMich)","HCI","MS","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International with US Degree","16-02-2012",1329368400,63,8.6
10885,"Carnegie Mellon University (CMU)","HCI","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.86,149,166,3.5,"International with US Degree","16-02-2012",1329368400,152,18.1
10886,"Purdue University","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International with US Degree","16-02-2012",1329368400,53,4.8
10887,"Princeton University","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,3.78,151,163,5,"American","16-02-2012",1329368400,51,5.3
10888,"Georgia Institute Of Technology (GTech)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,73,6.7
10889,"Princeton University","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,3.6,154,155,4,"American","16-02-2012",1329368400,51,5.3
10890,"University Of California, Berkeley (UCB)","ECE","PhD","F12","Accepted","E-mail","2-Aug-12",1328677200,NA,NA,NA,NA,"International","16-02-2012",1329368400,83,11.1
10891,"University Of Arizona","ECE","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.6,155,166,3.5,"International","16-02-2012",1329368400,19,1.6
10892,"Carnegie Mellon University (CMU)","HCI","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International with US Degree","16-02-2012",1329368400,152,18.1
10893,"Pennsylvania State University (Penn State)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,33,3.4
10894,"University Of Massachusetts, Amherst (UMass)","CS","MS","F12","Accepted","E-mail","15-02-2012",1329282000,3.85,162,160,4,"International with US Degree","16-02-2012",1329368400,50,4.7
10895,"University Of California, Los Angeles (UCLA)","CS","PhD","F12","Rejected","E-mail","15-02-2012",1329282000,3.8,146,156,3.5,"International","16-02-2012",1329368400,37,5
10896,"Georgia Institute Of Technology (GTech)","CS","PhD","F12","Rejected","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"Other","16-02-2012",1329368400,73,6.7
10897,"Georgia Institute Of Technology (GTech)","CS","PhD","F12","Rejected","Other","16-02-2012",1329368400,NA,NA,NA,NA,"Other","16-02-2012",1329368400,73,6.7
10898,"University Of Utah (UoU)","CS","PhD","F12","Accepted","E-mail","15-02-2012",1329282000,3.72,165,159,4,"International with US Degree","16-02-2012",1329368400,40,3.6
10899,"Princeton University","ECE","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.8,146,156,3.5,"International","16-02-2012",1329368400,51,5.3
10900,"Purdue University","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"American","16-02-2012",1329368400,53,4.8
10901,"Georgia Institute Of Technology (GTech)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,73,6.7
10902,"Stanford University","CS","PhD","F12","Rejected","E-mail","13-02-2012",1329109200,NA,NA,NA,NA,"American","16-02-2012",1329368400,57,11.5
10903,"University Of Michigan, Ann Arbor (UMich)","CS","PhD","F12","Accepted","E-mail","14-02-2012",1329195600,NA,NA,NA,NA,"International with US Degree","16-02-2012",1329368400,63,8.6
10904,"University Of California, San Diego (UCSD)","ECE","PhD","F12","Accepted","E-mail","14-02-2012",1329195600,NA,NA,NA,NA,"International","16-02-2012",1329368400,53,6.9
10905,"Carnegie Mellon University (CMU)","CS","PhD","F12","Rejected","E-mail","16-02-2012",1329368400,3.4,147,166,3.5,"International","16-02-2012",1329368400,152,18.1
10906,"University Of Central Florida (UCF)","CS","MS","F12","Accepted","E-mail","15-02-2012",1329282000,3.4,156,164,3.5,"International","16-02-2012",1329368400,24,2
10907,"University Of California, Los Angeles (UCLA)","CS","PhD","F12","Rejected","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International with US Degree","16-02-2012",1329368400,37,5
10908,"Brown University","CS","PhD","F12","Rejected","E-mail","15-02-2012",1329282000,NA,NA,NA,NA,"International with US Degree","16-02-2012",1329368400,26,3.3
10909,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,83,9.9
10910,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,83,9.9
10911,"Carnegie Mellon University (CMU)","CS","PhD","F12","Rejected","E-mail","16-02-2012",1329368400,3.61,160,155,5,"American","16-02-2012",1329368400,152,18.1
10912,"Brown University","CS","PhD","F12","Rejected","Website","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,26,3.3
10913,"Stanford University","CS","PhD","F12","Rejected","E-mail","2-Nov-12",1328936400,NA,170,146,4.5,"International","16-02-2012",1329368400,57,11.5
10914,"Carnegie Mellon University (CMU)","CS","MS","F12","Rejected","E-mail","13-02-2012",1329109200,NA,NA,NA,NA,"International","16-02-2012",1329368400,152,18.1
10915,"University Of California, Los Angeles (UCLA)","CS","PhD","F12","Rejected","Website","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,37,5
10916,"University Of Massachusetts, Amherst (UMass)","CS","MS","F12","Accepted","E-mail","14-02-2012",1329195600,3.73,163,164,5,"American","16-02-2012",1329368400,50,4.7
10917,"Carnegie Mellon University (CMU)","CS","MS","F12","Wait listed","E-mail","2-Sep-12",1328763600,3.73,163,164,5,"American","16-02-2012",1329368400,152,18.1
10918,"University Of California, Santa Barbara (UCSB)","CS","PhD","F12","Accepted","E-mail","15-02-2012",1329282000,NA,NA,NA,NA,"American","16-02-2012",1329368400,25,3.5
10919,"University Of Texas, Austin (UT Austin)","ECE","MS","F12","Accepted","E-mail","14-02-2012",1329195600,NA,NA,NA,NA,"American","16-02-2012",1329368400,42,5.4
10920,"Princeton University","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.37,160,160,4.5,"International","16-02-2012",1329368400,51,5.3
10921,"University Of Massachusetts, Amherst (UMass)","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,NA,NA,NA,NA,"International","16-02-2012",1329368400,50,4.7
10922,"Carnegie Mellon University (CMU)","ECE","MS","F12","Accepted","E-mail","14-02-2012",1329195600,3.94,156,170,4.5,"International","16-02-2012",1329368400,152,18.1
10923,"University Of Utah (UoU)","ECE","PhD","F12","Accepted","E-mail","15-02-2012",1329282000,3.74,165,159,4,"International with US Degree","16-02-2012",1329368400,40,3.6
10924,"University Of Massachusetts, Amherst (UMass)","CS","MS","F12","Accepted","E-mail","16-02-2012",1329368400,3.8,163,166,4,"International","16-02-2012",1329368400,50,4.7
10925,"Princeton University","CS","PhD","F12","Accepted","E-mail","16-02-2012",1329368400,3.7,161,165,4,"American","16-02-2012",1329368400,51,5.3
